spaLangNum	LanguageName	spaPhoneNum	spaDescription	spaAllophoneDescription	Notes	AllophoneNotes
				[d/z-retroflex]	60	
		11	t/s-retroflex-aspirated		01 03 31	
				[t/s-retroflex-aspirated-weak]	61	
		12	t/c-fricative		01 04 32	
				[d/j-fricative]	60	
		13	t/c-fricative-aspirated		01 04 32	
				[t/c-fricative-aspirated-weak]	61	
		14	f			
		15	s		02	
		16	s-retroflex		03 31	
		17	z-retroflex		03 31	
		18	c-fricative		04 32	
		19	x-uvular			
				[h]	33	(free)
		20	m			
				[m-syllabic]	62	
		22	n		05	
				[m-labiodental]	63	(free)
		23	eng		06 63 64	(tag(-),allo)
				*/yod-trema/		
		24	l			
		25	yod-trema		64	(transitional)
				*[eng]		
				[r-approximant-uvular]	64	(transitional)
				[glottal stop]	64	(transitional)
		51	i			
				[i-voiceless]	65	
				[z-approximant-syllabic]	07 66	
				[s-approximant-syllabic]	07 65 66	
				[r-approximant-retroflex-syllabic]	66	
				[r-approximant-retroflex-voiceless-syllabic]	65 66	
		52	u-trema			
				[u-trema-voiceless]	65	
		53	a-front-retroflexed		35	(surface)
				[epsilon-dot-retroflexed]	67	
		54	schwa-retroflexed		36 45	(limited)
		55	schwa-nasalized-retroflexed		37	(surface)
		56	a			
				[ash]	08 68	
				[a-front]	68	
				[alpha-unrounded]	68	
				[epsilon-dot]	09 10 68	
				[ash-dot]	09 10 68	
		57	a-retroflexed		38	(limited)
				[ash-dot-retroflexed]	69	
		58	alpha-unrounded-nasalized-retroflexed		39	(surface)
				[ash-dot-nasalized-retroflexed]	69	
		59	u		40	
				[u-voiceless]	65	
				[v-syllabic]	70	
				[f-syllabic]	65 70	
				[u/e-dot]	40 41 71	
				[upsilon]	11 43 72	
				*/e-trema/		
		60	u-retroflexed		42	(surface)
		62	e-trema		12	
				*[upsilon]		
				[iota]	73	
				[e]	41 73	
				[e-mid]	44 73	(allo,limited)
				[schwa]	73	
				[o]	41 73	
				[o/e-trema]	13 44 73	(allo,limited)
		63	e-trema-retroflexed		14 45	(surface)
				[o/e-trema-retroflexed]	74	(allo,limited)
				[e-mid-retroflexed]	74	(allo,limited)
		64	yod		15 16	
				[j-fricative]	46 75	(allo,limited)
		65	w-front		15	
				[j-fricative-labialized]	75	(allo,limited)
		66	w		17	
				[v-approximant]	17	(free)
		67	w-retroflexed		42	(limited)
		81	high			
				[mid]	20 47	(neutral,allo)
				[lower-mid]	77	(neutral,allo)
				[higher-mid]	77	(allo,neutral)
				[low]	77	(allo,neutral)
		82	mid-rising		18	
		83	lower-mid-falling-rising		19	
				[lower-mid-falling]	76	
		84	high-falling			
460	Wu	01	p		01	
		02	p-aspirated			
		03	p-breathy voice		02	
				[b]	60	
		04	t		01 03	
		05	t-aspirated		03	
		06	t-breathy voice		02 03	
				[d]	60	
		07	k		01	
				[c]	61	
		08	k-aspirated			
				[c-aspirated]	61	
		09	k-breathy voice		02	
				[g]	60	
				[c-breathy voice]	61	
				[j]	60 61	
		10	t/s		01 04	
		11	t/s-aspirated		04	
		12	t/s-breathy voice		02 04	
				[d/z]	60	
		13	f			
		14	v-half-voice		05	
				[v]	60	
		15	s		04	
		16	z-half-voice		04 05	
				[z]	60	
		17	m			
		18	n		03	
		19	eng			
				[n-palatal]	61	
		20	l		03	
		21	r-approximant-retroflex		30	(limited)
		22	glottal stop			
		23	h			
				[x-uvular]	62	
				[c-fricative]	61	
		24	h-voice			
		25	m-syllabic		08	
		26	eng-syllabic		08	
		27	z-approximant-syllabic		08	
		51	i			
		52	i-nasalized			
		53	u-trema		06	
		54	ash-nasalized			
		55	schwa-fronted		07	
				[e-mid-trema]	63	
				[schwa-over-short-fronted]	66	
		56	a			
				[ash]	64	
				[alpha-unrounded]	64	
				[a-over-short]	66	
		57	u			
				[z-approximant-labialized-syllabic]	65	
		58	o-mid			
				[o-open-over-short]	66	
		59	o-mid-nasalized			
		60	yod			
		61	w			
				[yod-trema]	67	
		81	higher-mid			
				*[high]		
				[low-rising]	69	
				[mid]	71	
				[low]	70 77	(allo,neutral)
				*/high-falling-rising/		
				[high-over-short]	75	(allo,neutral)
				[lower-mid-rising-over-short]	69	(allo,neutral)
		82	high-falling-rising			
				*[high]		
				*[low]		
				[lower-mid-rising]	69	
				[high-falling]	73 78	
				*/high/		
		83	high		72 74	(allo,tag(+))
				*[high-falling]		
				*/higher-mid/		
				*/high-falling-rising/		
465	Hakka	01	p		01	
				[p-unreleased]	60	
				[p-palatalized]	63	
				[p-labialized]	63	
		02	p-aspirated			
				[p-aspirated-palatalized]	63	
				[p-aspirated-labialized]	63	
		03	b-prenasalized		02	
				[m]	61	
				[b-prenasalized-palatalized]	63	
				[b-prenasalized-labialized]	63	
		04	t		01	
				[t-unreleased]	60	
				[t-palatalized]	63	
				[t-labialized]	63	
		05	t-aspirated			
				[t-aspirated-palatalized]	63	
				[t-aspirated-labialized]	63	
		06	d-prenasalized		02	
				[n]	61	
				[d-prenasalized-palatalized]	30 63	
		07	k-prevelar		01	
				[k]	62	
				[k-prevelar-palatalized]	63	
				[k-prevelar-unreleased]	60	
				[k-labialized]	62 63	
		08	k-prevelar-aspirated			
				[k-aspirated]	62	
				[k-prevelar-aspirated-palatalized]	63	
				[k-aspirated-labialized]	62 63	
		09	g-prevelar-prenasalized		02	
				[g-prenasalized]	62	
				[eng]	61	
				[j-prenasalized]	30 63	
				[g-prenasalized-labialized]	62 63	
		10	t/s		01	
				[t/s-palatalized]	03 63	
				[t/s-labialized]	63	
		11	t/s-aspirated			
				[t/s-aspirated-palatalized]	03 63	
				[t/s-aspirated-labialized]	63	
		12	f			
				[f-palatalized]	63	
				[f-labialized]	63 65	
		13	s			
				[s-hacek]	03 63	
				[s-labialized]	63	
				[c-fricative]	63	(free)
		14	l			
				[l-labialized]	63	
		15	glottal stop		64	(transitional)
				[glottal stop-labialized]	63	
		16	h			
				[h-labialized]	63	
		17	m-syllabic		33	(limited)
		18	eng-syllabic		33	(limited)
		19	z-approximant-syllabic		32	
		51	i			
		52	epsilon			
		53	ash		31	(restricted)
		54	a			
		55	u			
		56	o-open			
		57	yod		64	(tag(-),transitional)
		58	w			
				[v]	64 65	(allo,transitional)
				[v-labialized]	65	
		81	high		04	
				[high-rising-over-short]	66	
		82	mid			
				[mid-rising]	05 67	
		83	low		04	
				[low-rising]	68	
				[low-falling]	68	
		84	mid-falling			
				[mid-falling-over-short]	66	
470	Cantonese	01	p			
				[p-unreleased]	60	
		02	p-aspirated			
		03	t			
				[t-unreleased]	60	
		04	t-aspirated			
		05	k			
				[k-unreleased]	60	
				[glottal stop]	61	(allo,free)
				[glottal stop-labialized]	61	
		06	k-aspirated			
		07	k-labialized		01	
		08	k-aspirated-labialized		01	
		09	t/s-hacek		02	
				[t/s-hacek-palatalized]	62	
		10	t/s-hacek-aspirated		02	
				[t/s-hacek-aspirated-palatalized]	62	
		11	f			
		12	s-hacek			
				[s-hacek-palatalized]	62	
		13	m			
		14	m-syllabic			
		15	n			
		16	eng			
				[eng-labialized]	63	
				[g-prenasalized]	64	(free)
		17	eng-syllabic		05	(limited)
		18	l			
		19	l-voiceless			
		20	h			
		51	i			
				[iota/schwa-glide]	65	
				[e]	66	
		52	ash			
				[epsilon]	67	
				[ash/schwa-glide]	68	(free)
		53	a			
				[alpha]	69	
		54	u			
				[upsilon/schwa-glide]	65	
				[o]	66 70	
				*/o-open/		
		55	o-open			
				*[o]		
		56	yod			
				[e-glide]	71	
				[iota-glide]	71	(free)
		57	w			
		81	high			
				[higher-high]	03 72	
		82	mid			
		83	low			
		84	high-falling			
		85	mid-falling-creaky voice		03	
				[mid-falling-creaky voice/glottal stop]	04	(free)
475	Yao	01	p			
		02	p-aspirated			
		03	b			
				[b-prenasalized]	60	(free)
				[m-postglottalized]	01 61	
		04	t		02	
		05	t-aspirated		02	
		06	d		02	
				[d-prenasalized]	60	(free)
				[n-postglottalized]	01 61	
		07	c		03	
		08	c-aspirated		03	
		09	j		03	
				[j-prenasalized]	60 61	(free)
		10	k			
				[k-prevelar]	62	
		11	k-aspirated			
				[k-prevelar-aspirated]	62	
		12	g			
				[g-prevelar]	62	
				[g-prenasalized]	60	(free)
				[g-prevelar-prenasalized]	60 62	(free)
				[eng-postglottalized]	01 61	
		13	t/s			
		14	t/s-aspirated			
		15	d/z			
				[d/z-prenasalized]	60	(free)
		16	f			
		17	s			
		18	m			
				[m-preglottalized]	63	
		19	m-syllabic		30	(limited)
		20	m-voiceless			
		21	n		02	
				[n-preglottalized]	63	
		22	n-syllabic		30	(limited)
		23	n-voiceless		02	
		24	n-palatal			
				[n-palatal-preglottalized]	63	
		25	n-palatal-voiceless			
		26	eng			
				[eng-prevelar]	62	
				[eng-preglottalized]	63	
				[eng-prevelar-preglottalized]	62 63	
		27	eng-voiceless			
				[eng-prevelar-voiceless]	62	
		28	l		04	
				[l-preglottalized]	63	
		29	l-voiceless		04	
		30	glottal stop		04	
		31	h			
		51	i			
				[iota]	64	(free)
		52	e			
				[e-mid]	64	(free)
				[epsilon-dot]	06 65	
				[epsilon]		
		53	ash			
		54	a			
				[ash-dot]	66	
				[caret]	67	
				[a-front]	68	
				[a-fronted]	69	
		55	a-long			
		56	u			
				[upsilon]	70	(free)
		57	o			
				[schwa]	06 71	
		58	o-open			
		59	yod			
				[e-glide]	72	
		60	yod-voiceless			
		61	w			
				[o-glide]	72	
		62	w-voiceless			
		81	high-falling			
				[high]	73	
		82	higher-mid		08	
		83	mid-falling		09	
		84	lower-mid-rising		10	
		85	lower-mid-falling-pharyngealized		11	
		86	low-creaky voice		12	
480	Dafla	01	p			
		02	b			
		03	t		01	
				[t-palatalized]	60	
		04	d		01	
				[d-palatalized]	60	
		05	k			
		06	g			
		07	s		01	
		08	x			
		09	m			
		10	n		01	
				[n-palatalized]	60	
		11	eng			
		12	l-dental		03	
				[l-dental-palatalized]	60	
		13	r-trill			
		14	h-voice			
		15	glottal stop		30	(transitional)
		51	i			
		52	i-voiceless			
		53	epsilon			
		54	u			
		55	u-voiceless			
		56	i-trema			
		57	o-open			
		58	caret			
		59	alpha-unrounded			
		60	yod		02	
		81	low-rising			
		82	high-falling			
485	Burmese	01	p			
		02	p-aspirated			
		03	b			
		04	t			
				[t-dental]	60	
		05	t-aspirated			
		06	d			
		07	k			
		08	k-aspirated			
		09	g			
		10	t/s-hacek			
		11	t/s-hacek-aspirated			
		12	d/z-hacek			
		13	theta			
				[t/theta]		(free)
		14	eth			
				[d/eth]		(free)
		15	s		01	
		16	s-aspirated		01	
		17	z		01	
		18	s-hacek			
		19	m			
		20	m-voiceless			
		21	n			
				[n-dental]	60	
		22	n-voiceless			
		23	n-palatal			
		24	n-palatal-voiceless			
		25	eng			
		26	eng-voiceless			
		27	l			
		28	l-voiceless			
		29	r-flap		30	(limited)
				[r-fricative]		(free)
		30	h			
		31	glottal stop		03	
		51	i			
				[iota]	61	
		52	iota-nasalized			
		53	e			
				[e/i]	61	
		54	epsilon			
		55	ash-nasalized			
		56	schwa			
		57	a			
				[ash]	61	
				[alpha-unrounded]	62	
		58	u			
				[upsilon]	61	
		59	upsilon-nasalized			
		60	o			
				[o/u]	61	
				[upsilon-dot]	63	
		61	o-open			
		62	yod			
				[c-fricative]	64	
				[yod-nasalized]	65	
		63	w			
				[w-nasalized]	65	
		64	w-voiceless		30	(limited)
		65	e/i-nasalized			
		66	o/u-nasalized			
		81	low		02	
		82	high		03 04 05	
		83	high-creaky voice		04 05	
490	Lahu	01	p			
				[p/f]	60	
		02	p-aspirated			
				[p/f-aspirated]	60	
		03	b			
				[b/v]	60	
		04	t			
		05	t-aspirated			
		06	d			
		07	k			
		08	k-aspirated			
		09	g			
		10	q			
		11	q-aspirated			
				[q/x-uvular]	61	(free)
		12	t/s-hacek		01	
				[t/s]	62	
		13	t/s-hacek-aspirated		01	
				[t/s-aspirated]	62	
		14	d/z-hacek		01	
				[d/z]	62	
		15	f		30	
		16	v		31	
				[v-labialized]	63	
		17	s-hacek		01	
				[s]	62	
		18	gamma		31	
		19	m			
				[m/v]	60	
				[m-syllabic/v]	64	(free)
		20	n			
				[n-palatalized]	02 65	
		21	eng			
		22	l			
		23	glottal stop		32	
		24	h			
		51	i		03 66	(tag(-),free)
				*/e/		
		52	e			
				*[i]		
				[iota]		(free)
		53	e-mid		04	
		54	i-bar		66	(tag(+),free)
				*/e-dot/		
				[z-approximant-syllabic]	05 06 07 68	
		55	e-dot		08	
				*[i-bar]		
				[iota-bar]		(free)
		56	a			
				[a-nasalized]	70	(free)
		57	u		09 66 71	(tag(+),free,allo)
				*/o/		
				[i-trema]	10 72	
				[i-trema-nasalized]	73	
		58	o		11	
				*[u]		
				[upsilon]	74	(free)
		59	o-open		12	
				[o-open-nasalized]	70	(free)
		60	yod		01 14	
				[j-fricative]	75	
				[z]	62	
				[e-glide]	76	
		61	w		33	(loan)
				[o-glide]	77	
				[o-open-glide]	78	
		81	mid		35	
		82	low		36	
				[low-rising-long]	79	
		83	higher-mid-rising			
		84	high-falling			
		85	lower-mid-falling			
495	Garo	01	p-aspirated			
				[p-unreleased]	60	(allo,neutral)
		02	b			
		03	t-aspirated			
				[t-unreleased]	60	(allo,neutral)
		04	d			
		05	k-aspirated			
				[k-unreleased]	60	(allo,neutral)
		06	g			
				[gamma-uvular]	01	(free)
		07	t/s			
		08	d/z			
		09	s-laminal		02 30	
		10	m			
		11	m-glottalized			(surface)
		12	n			
		13	n-glottalized			(surface)
		14	eng		31	
		15	eng-glottalized			(surface)
		16	r-flap		03	
				*[l]		
		17	r-flap-glottalized			(surface)
		18	h		04	
		19	glottal stop			
		20	l		32 61 62	(loan,allo,free)
				*/r-flap/		
		51	i		33	
				[e-dot]	05 66	
				[i-over-short]	64	
				[i-voiceless-over-short]	64	(free)
				[e-mid-trema]	65	
		52	e-mid		06	
				[e]	63	
		53	u-dot		07	
		54	a			
		55	o			
		56	w			
500	Karen	01	p			
		02	p-aspirated		01	
		03	b-implosive		02	
		04	t			
		05	t-aspirated		01	
		06	d-implosive		02	
		07	c		30	
		08	c-aspirated		01 30	
		09	k			
		10	k-aspirated		01	
		11	theta			
		12	s			
		13	s-aspirated			
		14	z		30	
		15	s-hacek		30	
		16	x			
				[x-velarized]	60	
				[x-labialized]	60	
		17	gamma			
				[h]	61	
		18	m			
		19	n			
		20	n-palatal		30	
		21	eng		30	
		22	l			
		23	r-approximant		03	
				[r-trill]	62	
		24	glottal stop			
		25	h-voice		30	
		51	i			
				[iota]	63	
		52	e		04	
		53	epsilon			
				[e-mid]	64	(free)
				[ash]	65	(free)
		54	iota-bar		05	
		55	epsilon-dot			
				[schwa]	06 66	
				[schwa-over-short]	67	
		56	a			
		57	u		07 08	
				[upsilon]	68	
		58	o		08	
		59	o-open		08	
		60	yod			
				[z-hacek]	69	(free)
		61	w		08	
		81	high-rising		11	
				[high-falling-creaky voice]	12 70	
		82	mid-falling		14	
				[mid-over-short]	15 71	
		83	lower-mid-falling-breathy voice		16	
				[low-breathy voice-over-short]	15 18 71	
505	Lakkia	01	p			
		02	p-aspirated			
		03	b-preglottalized			
		04	t			
		05	t-aspirated			
		06	k			
		07	k-aspirated			
		09	k-aspirated-palatalized			
		10	k-labialized			
		11	k-aspirated-labialized			
		12	t/s			
		13	t/s-aspirated			
		14	f			
		15	theta			
		16	m			
		17	m-voiceless			
		18	n			
		19	n-voiceless			
		20	eng			
		21	eng-palatalized			
		22	eng-voiceless-palatalized			
		23	eng-labialized			
		24	l			
		25	l-fricative			
		26	glottal stop			
		27	h			
		51	i			
		52	i-nasalized			
		53	i-over-short			
		54	yod/e			
		55	yod/e-nasalized			
		56	e-over-short			
		57	epsilon			
		58	epsilon-nasalized			
		59	epsilon-over-short			
		60	epsilon-over-short-nasalized			
		61	a			
		62	a-nasalized			
		63	a-over-short			
		64	a-over-short-nasalized			
		65	u			
		66	u-nasalized			
		67	u-over-short			
		68	u-over-short-nasalized			
		69	w/o			
		70	o-over-short-nasalized			
		71	o-open			
		72	o-open-nasalized			
		73	yod			
		74	yod-voiceless			
		75	w-front			
		76	w			
		77	w-voiceless			
		81	high			
		82	low			
		83	lower-mid-rising			
		84	high-falling			
		85	lower-mid-rising-falling			
		86	lower-mid-falling-rising			
510	Thai	01	p		01	
				[p-unreleased]	60	
		02	p-aspirated			
		03	b			
				[b-prenasalized]	30	(free)
				[b-implosive]	30	(free)
		04	t		01 06	
				[t-unreleased]	60	
		05	t-aspirated		06	
		06	d		06	
				[d-prenasalized]	30	(free)
				[d-implosive]	30	(free)
		07	k		01	
				[k-unreleased]	60	
		08	k-aspirated			
				[k/x]	31	(free)
		09	t/c-fricative		01 38	
		10	t/c-fricative-aspirated		38	
				[s-hacek]	32	(free)
		11	f			
		12	s		06	
				[z]	33	(free)
		13	m			
				[m-voiceless]	62	
		14	n		06	
				[n-voiceless]	62	
		15	eng			
				[eng-voiceless]	62	
		16	l		02 06	
				*[r-flap]		
				[r-approximant-retroflex]	34	(free)
				[r-trill]	34 65	(free)
				[l-voiceless]	63	
				[l-nasalized]	64	
		17	r-flap		06 34 65	(tag(+),free)
				*/l/		
				[r-flap-voiceless]	63	
				[r-flap-nasalized]	64	
		18	glottal stop		35	(transitional,limited)
		19	h			
		51	iota			
				[i]	66	
		52	i-long			
		53	epsilon			
				[e]		(free)
		54	e-long			
				[e-mid-long]		(free)
				[e/yod]	67	(free)
		55	ash			
		56	ash-long			
		57	i-bar			
				[i-trema]		(free)
		58	i-bar-long			
		59	e-dot			
				[e-trema]		(free)
		60	e-dot-long			
		61	a			
				[caret]		(free)
				[epsilon-dot]		(free)
		62	a-long			
		63	upsilon			
				[u]	66	
		64	u-long			
		65	o		03	
				[o-mid]		(free)
		66	o-long			
		67	o-open			
		68	o-open-long			
		69	yod			
				[d/j-fricative]	68	(free)
				[yod-voiceless]	62 63	
		70	w			
				[v]		(free)
				[beta]		(free)
				[w-voiceless]	62 63	
		81	high-creaky voice		04 36	
				[high]	69	
		82	mid		04 39	
		83	low		04 36	
		84	lower-mid-rising		05	
		85	mid-falling		05 36	
		86	higher-high		37	(limited)
515	Yay	01	p			
		02	p-aspirated			
		03	b			
		04	t		01	
		05	t-aspirated		01	
		06	d		01	
		07	c			
		08	c-aspirated			
		09	k			
		10	k-aspirated			
		11	g		30	(limited)
				[gamma]		(free)
		12	f			
		13	v			
				[w]	60	
		14	theta			
		15	s		01	
		16	m			
		17	n		01	
		18	n-palatal			
		19	eng			
		20	l		01	
		21	r		01 31	
		22	glottal stop			
		23	h			
		51	i			
		52	epsilon			
		53	schwa		32	
				[schwa-glide]	61	
		54	a			
		55	a-long			
		56	u			
		57	i-trema			
				[yod-trema]	61	
		58	o-open			
		59	yod		02	
		81	mid		03	
		82	low			
		83	rising			
		84	higher-mid		04	
		85	high		04	
		86	falling			
520	Cham	01	p			
				[p-unreleased]	60	(free)
				[p-lax]	72	
		02	p-aspirated			
				[f]		(free)
		03	b			
				[p-preglottalized]		(free)
				[glottal stop-unreleased-labialized]	01 61	
		04	t			
				[t-unreleased]	60	(free)
				[t-lax]	72	
		05	t-aspirated			
		06	d			
				[d-preglottalized]		(free)
		07	t-retroflex			
		08	t-retroflex-aspirated			
		09	c		02	
				[glottal stop-palatalized]	01 61	
		10	c-aspirated		02	
				*[s-hacek]		
				[t/c-fricative]	30	(free)
		11	k			
				[k-unreleased]	60	(free)
				[k-lax]	72	
		12	k-aspirated			
				[x]	31	(free)
		13	s-retroflex			
		14	s-hacek			
				*/c-aspirated/		
				[h-palatalized]	01 62	
		15	m			
				[b-prenasalized]	63	
		16	n		32	
				[n-retroflex]	38 64	(free)
				[d-prenasalized]	63	
		17	n-palatal			
		18	eng			
				[eng/m]	65	
				[g-prenasalized]	66	(free,limited)
		19	l		32	
				[l-flap]	64	(free)
				[l-retroflex]	64	(free)
		20	r-flap		32 34	
				[z-hacek-retroflex]	35	(free)
				[r-flap-retroflex]	64	(free)
				[r-trill]	33 64	(free)
		21	glottal stop			
		22	h			
		51	i			
		52	e		04	
		53	epsilon		04	
				[e-mid]	67	
				[ash]	67	(free)
		54	i-bar		36	
		55	schwa			
				[ash-dot]	68	
				[schwa-nasalized]	68	(free)
				[schwa-glide]	37 68	
		56	a			
				[a-long]	69	
		57	u			
				[upsilon]	70	(free)
		58	o			
				[o/w]	71	
				[e-trema/w]	71	(free)
		59	o-open			
		60	yod		34	
		61	w			
		81	mid		05	
				[higher-mid]	73	
		82	low		05	
525	Atayal	01	p			
		02	t			
				*[t/s]		
		03	k			
		04	q			
		05	t/s		62	(tag(+),free)
				*/t/		
				[t/s-hacek]	60	
		06	beta		31	
				[b]		(free)
		07	s			
				[s-hacek]	60	
		08	z-hacek		30 31	
		09	x			
		10	gamma			
				[g]		(free)
		11	pharyngeal-voiceless			
		12	m			
		13	n			
		14	eng			
		15	l			
		16	r-flap		31	
		17	glottal stop		32	
		51	i			
				*[i-long]		
		52	i-long		33 61	(tag(-),allo)
				*/i/		
		53	epsilon		34	
				[epsilon-long]	61	
		54	schwa-over-short		02 35	(transitional)
		55	a		01	
				[a-long]	61	
		56	u			
				*[u-long]		
		57	u-long		33 61	(tag(-),allo)
				*/u/		
		58	o-open		34	
				[o-open-long]	61	
		59	yod		36	
		60	w		36	
530	Malagasy	01	p		01	
		02	b		02 03	
		03	p-prenasalized		08	
		04	b-prenasalized			
		05	t		01 04	
		06	d		02 03 04	
		07	t-prenasalized		04 08	
		08	d-prenasalized		04	
		09	k		01	
				[k-palatalized]	60	
		10	g		02 03	
				[g-palatalized]	60	
		11	k-prenasalized		08	
				[k-prenasalized-palatalized]	60	
		12	g-prenasalized			
				[g-prenasalized-palatalized]	60	
		13	t/s		07	
				[s-dental]		(free)
		14	d/z		07	
				[z-dental]		(free)
		15	t/s-prenasalized		07 08	
		16	d/z-prenasalized		07	
		17	t/r-trill-retroflex-voiceless			
				[t/r-fricative-retroflex-voiceless]		(free)
		18	d/r-trill-retroflex			
		19	t-prenasalized/r-trill-retroflex-voiceless		08	
		20	d-prenasalized/r-trill-retroflex			
		21	f		05	
		22	v			
		23	s		05	
		24	z			
		25	m			
		26	n			
		27	l		06	
		28	r-flap			
				[r-trill]	30	(free)
		29	h			
				[h-palatalized]	60	
				[h-voice]		(free)
		51	i			
				[i-voiceless]	61	(free)
		52	e-mid		31	
				[e-mid-voiceless]	61	(free)
		53	a			
				[a-voiceless]	61	(free)
		54	upsilon			
				[o]	62	(free)
				[upsilon-voiceless]	61	(free)
		55	o-open		32	(limited)
		56	yod			
		57	w			
535	Malay	01	p			
				[p-unreleased]	60	
		03	b			
				[b-unreleased]	01 60	
		05	t		02	
				[t-unreleased]	60	
		07	d			
				[d-unreleased]	60	
		09	c		03	
				[t/s-hacek]		(free)
		11	j			
				[d/z-hacek]		(free)
		13	k			
				[glottal stop]	62	
		15	g			
		17	s		04	
		20	m			
		21	n			
		22	n-palatal			
		23	eng			
		24	l			
				[l-voiceless]	63	
		25	r-trill		04	
				[r-flap]	64	(free)
				[gamma-uvular]	64	(free)
		26	h			
		27	f		30	(loan)
		28	v		31	(loan)
		29	z		32	(loan)
		30	s-hacek		33	(loan)
		31	x		34	(loan)
		51	i			
				[yod]	65	
		52	e			
				[e-nasalized]	66	
		53	schwa		05	
				[o-mid-trema]		(free)
		54	a			
				[caret]	67	
				[caret-long]	68	
				[a-nasalized]	66	
		55	u			
				[w]	69	
		56	o-open			
				[o-nasalized]	66	
540	Batak	01	p			
		02	b			
		03	t			
		04	d			
		05	k			
		06	g			
		07	d/z-hacek			
		08	s			
		09	m			
		10	n			
				[n-palatal]	60	
		11	eng			
		12	l		01 30	
		13	r-trill-uvular		02 30	
		14	h			
		51	i			
		52	epsilon			
				[e]	61	
		53	a			
