"LanguageCode"	"LanguageName"	"SpecificDialect"	"Phoneme"	"Notes"	"Allophones"	"AllophoneNotes"	"FileNames"
			"v"				
			"d"				
			"z"				
			"<ʒ>"	"cannot intrepret why this is in brackets in the text"			
			"ɡʲ"				
			"ɡ"				
			"ɡb"				
			"mb"				
			"nd"				
			"nz"				
			"ŋʲ"				
			"ŋ"				
			"ŋb"				
			"m"				
			"n"				
			"ɲ"				
			"l"				
			"j"				
			"w"				
			"<ɾ>"	"cannot intrepret why this is in brackets in the text"			
							
							
"gbd"	"Garadjari"		"b"				"gbd_sands1989.pdf"
			"d"				
			"ɗ"				
			"dʲ"				
			"ɡ"				
			"m"				
			"n"				
			"ɳ"				
			"nʲ"				
			"ŋ"				
			"l"				
			"ɭ"				
			"lʲ"				
			"r"				
			"rː"				
			"j"				
			"w"				
			"i"				
			"u"				
			"ɑ"				
							
							
"gby"	"Gbari"		"i"		"[i]"		"gby_rosendall1998.pdf"
					"[ĩ]"	"""when a nasal feature is present in the syllable""; rules become more complex"	
					"[iː]"		
			"e"		"[e]"		
					"[eː]"		
			"a"		"[a]"		
					"[ã]"	"""when a nasal feature is present in the syllable""; rules become more complex"	
					"[aː]"		
					"[æ̃]"	"""the presence of the nasal feature results in the linkage of the coronal feature of /y/ to /a/"""	
			"u"		"[u]"		
					"[ũ]"	"""when a nasal feature is present in the syllable""; rules become more complex"	
					"[uː]"		
			"o"		"[o]"		
					"[oː]"		
			"<ɪ>"	"status unclear"			
			"<ɛ>"	"status unclear"			
			"p"		"[p]"		
					"[pⁿ]"	"""When a nasal feature is present in the syllable"""	
					"[pʷ]"	"""followed by the back vowels /u/ and /o/""; possibly phonemic before /a/, but unclear"	
					"[pʲ]"		
			"b"		"[b]"		
					"[bⁿ]"	"""When a nasal feature is present in the syllable"""	
					"[bʷ]"	"""followed by the back vowels /u/ and /o/""; possibly phonemic before /a/, but unclear"	
					"[bʲ]"		
			"ɓ"		"[ɓʷ]"	"""followed by the back vowels /u/ and /o/""; possibly phonemic before /a/, but unclear"	
			"m"		"[m]"		
					"[mʷ]"	"""followed by the back vowels /u/ and /o/""; possibly phonemic before /a/, but unclear"	
			"f"		"[f]"		
					"[fʷ]"	"""followed by the back vowels /u/ and /o/""; possibly phonemic before /a/, but unclear"	
					"[fʲ]"	"""before front vowels"""	
			"v"		"[v]"		
					"[vʷ]"	"""followed by the back vowels /u/ and /o/""; possibly phonemic before /a/, but unclear"	
					"[vʲ]"	"""before front vowels"""	
			"t"		"[t]"		
					"[tⁿ]"	"""When a nasal feature is present in the syllable"""	
			"t̠ʃ"				
			"ts"				
			"d"		"[d]"		
					"[dⁿ]"	"""When a nasal feature is present in the syllable"""	
			"d̠ʒ"				
			"ɗ"		"[ɟ]"	"before /i e a/"	
			"s"		"[s]"		
					"[ʃ]"	"before /i e a/"	
			"z"		"[z]"		
					"[ʒ]"	"before /i  a/"	
			"n"		"[ɲ]"	"before /i/"	
			"l"		"[ɾ]"	"before /i e/"	
			"j"		"[j̃]"	"When a nasal feature is present in the syllable; ""when the onset consonant is from the [+sonorant, +continuant] set /y w/, both the onset consonant and its following vowel become nasalized"""	
			"k"		"[k]"		
					"[kⁿ]"	"""When a nasal feature is present in the syllable"""	
					"[kʷ]"	"""followed by the back vowels /u/ and /o/""; possibly phonemic before /a/, but unclear"	
					"[kʲ]"		
			"ɡ"		"[ɡ]"		
					"[ɡⁿ]"	"""When a nasal feature is present in the syllable"""	
					"[ɡʷ]"	"""followed by the back vowels /u/ and /o/""; possibly phonemic before /a/, but unclear"	
					"[ɡʲ]"		
			"kʼ"				
			"kp"		"[kp]"		
					"[kpⁿ]"	"""When a nasal feature is present in the syllable"""	
			"ɡb"		"[ɡb]"		
					"[ɡbⁿ]"	"""When a nasal feature is present in the syllable"""	
			"w"		"[w̃]"	"""When a nasal feature is present in the syllable""; ""when the onset consonant is from the [+sonorant, +continuant] set /y w/, both the onset consonant and its following vowel become nasalized"""	
					"[ɥ]"	"""before front vowels"""	
			"<h>"	"""Very limited distribution""; attested to appear in only three words"			
							
							
"gvf"	"Golin"		"p"				"gvf_evans2005.pdf"
			"t"				
			"k"				
			"b"				
			"d"				
			"ɡ"				
			"s"		"[ʃ]"	"free variation"	
			"m"				
			"n"		"[ŋ]"	"""Before the velar stops /k/ and /g/"	
			"l"		"[ɬ]"	"free variation"	
			"r"				
			"w"				
			"j"				
			"ɪ"				
			"ɛ"				
			"ɑ"				
			"ɔ"				
			"ʊ"				
			"ɪː"				
			"ɛː"				
			"ɑː"				
			"ɔː"				
			"ʊː"				
							
							
"gub"	"Guajajara"		"p"				"gub_bendorsamuel1966.pdf"
			"t̪"				
			"k"				
			"kʷ"				
			"ʔ"				
			"ts"		"[t̠ʃ]"	"""varies to a palato-alveolar position before a close front vowel, and sometimes before a heavily stressed half-open front vowel."""	
			"m"				
			"n"				
			"ŋ"				
			"ŋʷ"				
			"ɾ"				
			"z"				
			"h"				
			"w"				
			"i"				
			"ɨ"				
			"u"				
			"ə"				
			"e"				
			"a"				
			"ɔ"				
							
							
"gup"	"Gunwinggu"		"b"		"[b]"	"""Syllable initial"""	"gup_oates1964.pdf"
					"[p]"	"""Syllable final, freely fluctuates with pʰ word final"""	
					"[pʰ]"	"""Word final"""	
			"d̪"		"[d̪]"	"""Syllable initial"""	
					"[t̪]"	"""Syllable final, freely fluctuates with tʰ word final"""	
					"[t̪ʰ]"	"""Word final"""	
			"dʲ"		"[dʲ]"	"""Syllable initial"""	
					"[tʲ]"	"""Syllable final, freely fluctuates with tʲʰ word final"""	
					"[tʲʰ]"		
			"ɖ"				
			"ɡ"		"[ɡ]"	"""Syllable initial"""	
					"[k]"	"""Syllable final, freely fluctuates with kʰ word final"""	
					"[kʰ]"	"""Word final"""	
			"ʔ"				
			"m"				
			"n"				
			"ɲ"	"alveo-palatal nasal"			
			"ɳ"				
			"ŋ"				
			"l"				
			"ʎ"	"alveo-palatal lateral"			
			"ɭ"				
			"ɻ"			"occurs between vowels"	
			"r"				
			"ɽ"				
			"w"				
			"j"				
			"i"		"[ɪ]"	"""freely fluctuates with ɪ\"""	
			"e"		"[ɛ]"	"""Occurs in all V positions"""	
					"[æ]"	"""Between consonants where it freely fluctuates with ɛ"""	
			"a"		"[a]"	"""Occurs most frequently in open syllables, freely fluctuates with ʌ in both closed and open syllables, never occurs before a semi-vowel"""	
					"[ʌ]"	"""Occurs in all vowel positions except before a semi-vowel, occurs most frequently in closed syllables"""	
					"[ai]"	"""Preceding the semi-vowel j"""	
					"[au]"	"""Preceding the semi-vowel w"""	
			"u"		"[u]"	"""Occurs in all vowel positions"""	
					"[ʊ]"	"""Tends to occur in unstressed syllables and between consonants"""	
			"o"		"[ɔ]"	"""Only in open syllables"""	
					"[ɒ]"	"""Only in closed syllables"""	
							
							
"hay"	"Haya"		"p"				"hay_byarushengo1977.pdf"
			"b"				
			"t"				
			"d"				
			"t̠ʃ"				
			"d̠ʒ"				
			"k"				
			"ɡ"				
			"m"		"[n]"	"""When nasals are immediately followed by a consonant they share the place of articulation of that consonant"""	
					"[ɲ]"	"""When nasals are immediately followed by a consonant they share the place of articulation of that consonant"""	
			"n"		"[m]"	"""When nasals are immediately followed by a consonant they share the place of articulation of that consonant"""	
					"[ɲ]"	"""When nasals are immediately followed by a consonant they share the place of articulation of that consonant"""	
			"ɲ"		"[m]"	"""When nasals are immediately followed by a consonant they share the place of articulation of that consonant"""	
					"[n]"	"""When nasals are immediately followed by a consonant they share the place of articulation of that consonant"""	
			"f"				
			"s"				
			"z"				
			"ʃ"				
			"h"		"[h]"		
					"[p]"	"""After a nasal"""	
			"l"		"[l]"		
					"[d]"	"""After a nasal"""	
			"j"				
			"w"				
			"i"		"[j]"	"before a vowel"	
			"iː"				
			"e"				
			"eː"				
			"a"				
			"aː"				
			"u"		"[w]"	"before a vowel"	
			"uː"				
			"o"				
			"oː"				
							
"wya"	"Huron"		"i"				"wya_lagarde1980.pdf"
			"e"				
			"a"				
			"o"				
			"ẽ"				
			"õ"				
			"t"		"[d]"	"Intervocalically"	
			"k"		"[j]"		
			"h"				
			"ʔ"				
			"s"				
			"n"				
			"r"				
			"w"				
			"j"				
			"θ"				
			"x"				
							
							
"hch"	"Huichol"		"p"				"hch_mchintosh1945.pdf"
			"t̪"				
			"k"		"[kʲ]"	"/k/ becomes [kʲ] before /e/"	
			"kʷ"				
							
			"h"				
			"m"				
			"n"				
			"ʐ"	"""a voiced backed alveolar grooved spirant somewhat retroflex"""			
			"ʔ"				
			"ɽ"				
							
			"w"		"[β]"	"/w/ becomes [β] before high central and mid front vowels; optionally before /i/"	
							
			"j"				
			"ts"		"[s]"	"when /ts/ is in cluster it becomes an [s]"	
			"t̠ʃ"				
			"l"				
			"i"				
			"ɨ"				
			"u"				
			"e"				
			"a"				
			"iː"				
			"ɨː"				
			"uː"				
			"eː"				
			"aː"				
							
"qwh"	"Huaylas"		"i"		"[i]"		"qwh_levengood1982"
					"[ɪ]"		
					"[ɛ]"		
			"e"				
			"a"		"[a]"		
					"[ə]"		
			"u"		"[u]"		
					"[ʊ]"		
					"[ə]"		
			"o"		"[o]"		
					"[ɔ]"		
			"iː"				
			"eː"				
			"aː"				
			"oː"				
			"uː"				
			"p"				
			"b"		"[v]"	"Free variant"	
			"t"				
			"d"		"[ʒ]"	"Intervocalically"	
			"k"				
			"q"		"[x]"		
			"ɡ"				
			"m"				
			"n"		"[ŋ]"	"Word final position and preceding all consonants except alveolar occlusion, labial, and affricates"	
			"h"				
			"f"		"[fʷ]"	"Preceding consonants"	
					"[ɸ]"	"Preceding consonants"	
					"[ɸʷ]"		
			"s"				
			"ʃ"				
			"ts"				
			"t̠ʃ"				
			"l"				
			"lʲ"				
			"r"		"[z]"	"Medial and final position"	
					"[s]"	"Final position"	
					"[r]"	"Medial and final position"	
					"[ɾ]"		
			"w"				
			"j"				
							
							
"huv"	"Huave, San Mateo del Mar"		"p"				"huv_archivo1983.pdf"
			"b"				
			"t"				
			"d"				
			"k"				
			"ɡ"				
			"ts"	" "	"[dz]"	"After a nasal"	
			"t̠ʃ"		"[d̠ʒ]"	"After a nasal"	
			"s"				
			"ʃ"				
			"h"				
			"m"				
			"n"				
			"ɾ"				
			"r"				
			"w"		"[b]"	"After /i/ or /e/"	
			"l"				
			"j"				
			"i"				
			"ɨ"				
			"e"				
			"a"				
			"o"				
			"u"				
							
							
"qxw"	"Huanca"		"p"				"qxw_wroughton1996.pdf"
			"b"				
			"t"				
			"d"				
			"k"		"[k]"		
					"[ɡ]"		
			"ɡ"				
			"ts"				
			"t̠ʃ"				
			"f"				
			"s"				
			"ʃ"				
			"x"				
			"h"		"[ø]"		
					"[h]"		
					"[x]"		
			"m"		"[m]"		
					"[n]"		
			"n"		"[n]"		
					"[m]"		
					"[ŋ]"		
			"ɲ"				
			"ŋ"				
			"l"				
			"lʲ"				
			"r"				
			"w"				
			"j"				
			"i"				
			"e"				
			"a"				
			"u"				
			"o"				
							
							
"lyn"	"Louyi"		"b"				"lyn_jacottet1896.pdf"
			"p"				
			"ʃ"				
			"m"				
			"w"				
			"d̪"				
			"t̪"				
			"s"				
			"l"				
			"n"				
			"dz"				
			"d̠ʒ"				
			"ʃ"				
			"ŋ"				
			"j"				
			"ɡ"				
			"k"				
			"ɲ"				
			"a"				
			"e"				
			"i"				
			"o"				
			"u"				
							
							
"iby"	"Ibani"		"i"				"iby_blench2005.pdf"
			"ɪ"				
			"e"				
			"ɛ"				
			"ə"				
			"a"				
			"ɔ"				
			"o"				
			"ʊ"				
			"u"				
			"p"				
			"b"				
			"t"				
			"d"				
			"t̠ʃ"				
			"d̠ʒ"				
			"k"				
			"ɡ"				
			"kp"				
			"ɡb"				
			"ɓ"				
			"m"				
			"n"				
			"ɲ"				
			"ŋ"				
			"f"				
			"v"				
			"s"		"[ʃ]"	"before [i]"	
			"z"				
			"ɾ"				
			"<ɣ>"			"""occurs in intervocalic position in many lects, but is no longer heard in current Ibani"""	
			"h"				
			"j"				
			"w"				
			"l"				
			"˨"				
			"˦"				
			"↓"				
							
							
							
"imn"	"Imonda"		"m"		"[mw]"	"""labial and velar consonants are automatically labialized preceding a back vowel""; ""labialization also occurs medially after a back vowel"""	"imn_seiler1985.pdf"
			"n"				
			"p"		"[f]"	"""In final position"""	
					"[pw]"	"""labial and velar consonants are automatically labialized preceding a back vowel""; ""labialization also occurs medially after a back vowel"""	
			"b"		"[mb]"	"""Initially and in medial position"""	
					"[bw]"	"""labial and velar consonants are automatically labialized preceding a back vowel""; ""labialization also occurs medially after a back vowel"""	
			"t"				
			"d"		"[nd]"	"""Initially and in medial position"""	
			"k"		"[kw]"	"""labial and velar consonants are automatically labialized preceding a back vowel""; ""labialization also occurs medially after a back vowel"""	
			"ɡ"		"[ŋɡ]"	"""Initially and in medial position""; slightly prenasalized in initial position; heavily prenasalized in medial position"	
					"[ɡw]"	"""labial and velar consonants are automatically labialized preceding a back vowel""; ""labialization also occurs medially after a back vowel"""	
			"l"				
			"f"		"[fw]"		
			"s"				
			"h"		"[xw]"	"shown word initially before a back vowel"	
					"[ɦ]"	"""may be optionally voiced intervocalically"""	
			"<r>"				
			"i"		"[j]"	"""preceding and following another vowel"""	
					"[ɨ]"	"""it appears to be impossible to specify a conditioning environment"""	
			"e"				
			"ɛ"				
			"æ"				
			"a"				
			"ə"				
			"ɒ"				
			"ɔ"				
			"o"				
			"u"		"[w]"	"""preceding and following another vowel"""	
					"[ʉ]"	"""it appears to be impossible to specify a conditioning environment"""	
							
							
"inh"	"Ingush"		"p"				"inh_nichols1996.pdf"
			"b"				
			"<pʼ>"				
			"f"				
			"v"				
			"m"				
			"t̪"				
			"d̪"				
			"t̪ʼ"				
			"l"				
			"ts"				
			"dz"				
			"tsʼ"				
			"s"				
			"z"				
			"n"				
			"ɾ"				
			"ɾ̥"				
			"t̠ʃ"				
			"d̠ʒ"				
			"t̠ʃʼ"				
			"ʃ"				
			"ʒ"				
			"j"				
			"k"				
			"ɡ"				
			"kʼ"				
			"x"				
			"q"				
			"qʼ"				
			"ʔˤ"				
			"h"				
			"ʔ"				
			"ɢ"				
			"ħ"				
			"i"				
			"iː"				
			"e"				
			"ie"				
			"ea"		"[ä]"	"""Appearing in closed syllables"""	
			"a"				
			"aː"				
			"<ɨ>"				
			"u"				
			"uː"				
			"o"				
			"uo"				
			"oa"				
							
							
							
"ksi"	"Isaka"		"p"		"[p]"	"""Heard in non-contrastive free variation, with no discervible environmental motivation"""	"ksi_donohue2002.pdf"
					"[β]"	"""Intervocalic"""	
					"[ɸ]"	"""Heard in non-contrastive free variation, with no discervible environmental motivation"""	
					"[f]"	"""Heard in non-contrastive free variation, with no discervible environmental motivation"""	
			"t"				
			"k"		"[ɣ]"	"""Intervocalically"""	
					"[ʁ]"	"""Intervocalically"""	
					"[ʕ]"	"""Intervocalically"""	
			"b"		"[b̃]"	"""When they occur as the onset of a nasal syllable"""	
					"[β̃]"	"""When a voiced bilabial stop is both intervocalic…and the onset of a nasal syllable"""	
			"d"		"[d̃]"	"""When they occur as the onset of a nasal syllable"""	
					"[ɹ]"	"""Following the alveolar consonant /t/, and when in an intervocalic environment that crosses a morpheme boundary"""	
					"[l]"	"""Intervocalically or following a non-dento-alveolar consonant"""	
			"<ɸ>"				
			"s"		"[z]"	"""Occasionally realised intervocalically"""	
			"<w>"		"[w̃]"	"""When they occur as the onset of a nasal syllable"""	
			"<j>"		"[j̃]"	"""When they occur as the onset of a nasal syllable"""	
			"i"				
			"ɛ"		"[æ]"	"""Following a high front segment"""	
			"a"				
			"ɔ"		"[ɒ]"	"""Following a high back segment"""	
			"u"				
			"˦"				
			"˨"				
			"˩˥"				
			"˥˩"				
							
							
"yal"	"Jalonke"		"i"				"yal_lupke2005.pdf"
			"e"				
			"ɛ"				
			"ɑ"				
			"u"				
			"o"				
			"ɔ"				
			"iː"				
			"eː"				
			"ɛː"				
			"ɑː"				
			"uː"				
			"oː"				
			"ɔː"				
			"<p>"	"Ideophones and loans"			
			"b"				
			"t"				
			"d"				
			"ɟ"				
			"k"				
			"ɡ"				
			"m"				
			"n"				
			"ɲ"				
			"ŋ"				
			"ɾ"				
			"f"				
			"s"				
			"χ"		"[q]"	"""In some contexts, especially after a pause"""	
			"<h>"	"Loan"			
			"j"				
			"l"				
			"w"				
							
							
"jar"	"Jarawa"		"p"				"jar_lukas1961.pdf"
			"t"		"[ts]"	"sometimes after [i]"	
			"k"		"[x]"	"""In final position""; not clear if this is free variation"	
			"kp"				
			"b"		"[v]"	"""In final position""; not clear if this is free variation"	
					"[w]"	"""In final position""; not clear if this is free variation"	
			"d"				
			"ɡ"				
			"ɡb"				
			"ts"				
			"d̠ʒ"				
			"t̠ʃ"				
			"f"				
			"s"				
			"ʃ"				
			"x"				
			"h"				
			"v"				
			"z"				
			"ʒ"				
			"m"				
			"n"				
			"ɲ"				
			"ŋ"				
			"l"				
			"r"				
			"ɾ"				
			"j"				
			"w"				
			"i"		"[e]"	"""Frequent interchange"""	
			"e"		"[i]"	"""Frequent interchange"""	
					"[ɔ]"	"""Especially after b and f"""	
			"ɛ"		"[ɔ]"	"""Especially after b and f"""	
			"u"				
			"o"		"[ɔ]"	"""Frequent interchange"""	
			"ɔ"		"[o]"	"""Frequent interchange"""	
			"ə"				
			"ɑ"		"[ɔ]"		
			"ṳ"				
			"o̤"				
			"a"				
							
							
"jaa"	"Jarawara"		"b"		"[p]"	"Free variant"	"jaa_vogel2003.pdf"
			"t̪"		"[d̪]"	"Free variant"	
			"j"		"[ɟ]"	"Free variant"	
			"k"		"[ɡ]"	"Free variant"	
			"ɸ"				
			"s"				
			"h̃"				
			"m"				
			"n"				
			"ɹ"		"[l]"	"Free variant"	
			"w"				
			"i"				
			"e"				
			"a"				
			"ɯ"		"[ɤ]"	"Free variant"	
							
							
"tow"	"Jemez"		"pʼ"				"tow_yumitani1998.pdf"
			"tʼ"				
			"<tsʼ>"				
			"kʼʲ"				
			"kʼ"				
			"<tʰ>"				
			"<t̠ʃʰ>"				
			"kʰʲ"				
			"kʰ"				
			"p"				
			"t"				
			"c"		"[t̠ʃ]"	"free variation some speakers"	
			"kʷ"				
			"ʔ"				
			"b"				
			"d"				
			"<ɟ>"				
			"ɡʲ"				
			"ɡ"				
			"ɸ"		"[ɸʷ]"		
			"<f>"	"Loan"			
			"s"		"[θ]"	"distributions are not clear"	
			"ʃ"		"[ð]"	"distributions are not clear"	
			"h"				
			"v"				
			"z"				
			"ɦ"				
			"<l>"	"Loan from Spanish"			
			"<l̰>"	"status unclear"			
			"<ɬ>"	"limited"	"[h]"	"Free variant ""in some environments"""	
			"<ɾ>"	"Loan from Spanish"			
			"m"				
			"n"				
			"<m̰>"	"status unclear"			
			"<n̰>"	"status unclear"			
			"j"				
			"w"				
			"<j̰>"	"status unclear"			
			"<w̰>"	"status unclear"			
			"i"				
			"e"				
			"æ"				
			"ɨ"		"[u]"	"""After [ɸ] and [w]"""	
			"o"				
			"ɑ"		"[ɒ]"	"Free variation"	
			"iː"				
			"eː"				
			"æː"				
			"ɨː"				
			"oː"				
			"ɑː"				
			"ĩ"				
			"ɨ̃"				
			"õ"				
			"ɑ̃"				
			"æ̃"				
			"ĩː"				
			"ɨ̃ː"				
			"õː"				
			"ɑ̃ː"				
			"æ̃ː"				
							
							
"mgi"	"Jili"		"i"				"mgi_blench2006.pdf"
			"e"				
			"ɛ"				
			"ə"				
			"a"				
			"ɔ"				
			"o"				
			"ʊ"				
			"u"				
			"ĩ"			"""contrastive but only occur in word final syllables"""	
			"ẽ"			"""contrastive but only occur in word final syllables"""	
			"ɛ̃"			"""contrastive but only occur in word final syllables"""	
			"ã"			"""contrastive but only occur in word final syllables"""	
			"ɔ̃"			"""contrastive but only occur in word final syllables"""	
			"õ"			"""contrastive but only occur in word final syllables"""	
			"ũ"			"""contrastive but only occur in word final syllables"""	
			"p"				
			"b"				
			"t"				
			"d"		"[z]"	"Free variation"	
			"c"				
			"ɟ"				
			"k"				
			"ɡ"				
			"kp"				
			"ɡb"				
			"ʔ"				
			"m"				
			"n"		"[l]"	"Free variation"	
			"ɲ"				
			"ŋ"				
			"ŋm"				
			"f"				
			"v"				
			"s"		"[ʃ]"	"Free variation"	
			"z"		"[ʒ]"	"Free variation"	
					"[d]"	"Free variation"	
			"ʃ"		"[s]"	"Free variation"	
			"ʒ"		"[z]"	"Free variation"	
			"h"				
			"ts"				
			"dz"				
			"j"				
			"w"				
			"r"		"[l]"	"Free variation"	
			"l"		"[r]"	"Free variation"	
					"[n]"	"Free variation"	
			"˩˥"				
			"˥˩"				
			"˦˥"				
							
							
"kab"	"Kabyle"		"h"				"kab_hamouma1987.pdf"
			"ħ"				
			"q"				
			"χ"				
			"ɣ"				
			"k"				
			"ɡ"				
			"c"				
			"ɟ"				
			"s"				
			"z"				
			"r"				
			"t"				
			"d"				
			"n"				
			"t̪"				
			"d̪"				
			"f"				
			"b"		"[v]"		
			"m"				
			"ts"				
			"t̠ʃ"				
			"kʷ"				
			"ɡʷ"				
			"χʷ"				
			"ɣʷ"				
			"qʷ"				
			"ɑ"				
			"ɪ"				
			"ʊ"				
							
							
"gid"	"Kada"	"Guidar"	"i"				"gid_noukeu2002.pdf"
			"e"		"[ɛ]"	"In final position"	
			"ø"		"[ə]"	"Free variation"	
			"ə"		"[ø]"	"Free variation"	
			"a"				
			"ʉ"				
			"u"				
			"o"		"[ɔ]"	"In final position"	
			"p"				
			"b"		"[ɓ]"	"Varies freely"	
					"[mb]"	"Varies freely with the exception of word final position"	
			"mb"		"[mb]"	"never in word final position; in French, need to confirm"	
					"[b]"	"Varies freely with the exception of word final position"	
			"ɓ"				
			"m"				
			"ɓ"				
			"f"				
			"v"				
			"t"				
			"d"		"[ɗ]"	"Varies freely"	
					"[nd]"	"Varies freely with the exception of word final position"	
			"nd"			"never in word final position; in French, need to confirm"	
			"n"				
			"ɗ"				
			"s"				
			"z"				
			"ʐ"				
			"ʂ"				
			"l"				
			"r"				
			"k"		"[k]"	"Elsewhere"	
					"[ŋk]"	"Intervocalically before the vowels [ə, a] and [o, ə]"	
					"[ʔ]"	"free variation word finally"	
			"ɡ"		"[ɡ]"	"Elsewhere"	
					"[nɡ]"	"Intervocalically following the vowels [a, ə, o] and before the vowels [a, o]"	
			"ŋ"				
			"nɡ"				
